key,human_found,model_found,agreement_found,analysis_version,human_only,model_only,precision,recall
I_DISINFO_NATSEC_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_NATSEC_DIGI,0,0,0,v1,0,0,,
I_DISINFO_ORDER_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_ORDER_DIGI,0,0,0,v1,0,0,,
I_DISINFO_PROPERTY,0,0,0,v1,0,0,,
I_DISINFO_PROPERTY_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_PROPERTY_DIGI,0,0,0,v1,0,0,,
I_DISINFO_PUBHEALTH,0,0,0,v1,0,0,,
I_DISINFO_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
I_DISINFO_REPUTATION_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_REPUTATION_DIGI,0,0,0,v1,0,0,,
I_DISINFO_RIGHTS,0,0,0,v1,0,0,,
I_DISINFO_RIGHTS_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_RIGHTS_DIGI,0,0,0,v1,0,0,,
I_DISINFO_STATEOP,0,0,0,v1,0,0,,
I_DISINFO_STATEOP_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_STATEOP_DIGI,0,0,0,v1,0,0,,
I_DISINFO_UNITY_CRISIS,0,0,0,v1,0,0,,
I_DISINFO_UNITY_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_CLASSIFIED_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_CLASSIFIED_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_CONFIDENCE_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_CONFIDENCE_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_ECON,0,0,0,v1,0,0,,
I_EXPRESS_ECON_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_ECON_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_ELECTION,0,0,0,v1,0,0,,
I_EXPRESS_ELECTION_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_ELECTION_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_GOVAFFAIRS,0,0,0,v1,0,0,,
I_EXPRESS_GOVAFFAIRS_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_GOVAFFAIRS_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_GOVCRITIC_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_GOVCRITIC_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_GOVLEGIT,0,0,0,v1,0,0,,
I_EXPRESS_GOVLEGIT_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_GOVLEGIT_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_HATE_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_HATE_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_HEALTHOFF,0,0,0,v1,0,0,,
I_EXPRESS_HEALTHOFF_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_HEALTHOFF_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_HISTORY,0,0,0,v1,0,0,,
I_EXPRESS_HISTORY_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_HISTORY_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_INFRA_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_INFRA_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_IR,0,0,0,v1,0,0,,
I_EXPRESS_IR_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_IR_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_LIFE,0,0,0,v1,0,0,,
I_EXPRESS_LIFE_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_LIFE_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_MORAL_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_MORAL_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_NATINT_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_NATINT_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_NATREP,0,0,0,v1,0,0,,
I_EXPRESS_NATREP_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_NATREP_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_NATSEC,1,0,0,v1,1,0,,0.0
I_EXPRESS_NATSEC_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_NATSEC_DIGI,1,0,0,v1,1,0,,0.0
I_EXPRESS_NATSEC_GOVOFF,0,0,0,v1,0,0,,
I_EXPRESS_OBSCENE,0,0,0,v1,0,0,,
I_EXPRESS_OBSCENE_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_OBSCENE_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_ORDER_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_ORDER_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_PROPERTY,0,0,0,v1,0,0,,
I_EXPRESS_PROPERTY_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_PROPERTY_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_RELIGION_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_RELIGION_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_REPUTATION,0,0,0,v1,0,0,,
I_EXPRESS_REPUTATION_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_REPUTATION_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_RIGHTS_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_RIGHTS_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_STATEOP,0,0,0,v1,0,0,,
I_EXPRESS_STATEOP_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_STATEOP_DIGI,0,0,0,v1,0,0,,
I_EXPRESS_UNITY,0,0,0,v1,0,0,,
I_EXPRESS_UNITY_CRISIS,0,0,0,v1,0,0,,
I_EXPRESS_UNITY_DIGI,0,0,0,v1,0,0,,
I_MALINFO_GEN,1,0,0,v1,1,0,,0.0
I_MALINFO_GEN_CRISIS,0,0,0,v1,0,0,,
I_MALINFO_GEN_DIGI,0,0,0,v1,0,0,,
I_MISINFO_CONFIDENCE,0,0,0,v1,0,0,,
I_MISINFO_CONFIDENCE_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_CONFIDENCE_DIGI,0,0,0,v1,0,0,,
I_MISINFO_ECON,0,0,0,v1,0,0,,
I_MISINFO_ECON_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_ECON_DIGI,0,0,0,v1,0,0,,
I_MISINFO_ELECTION_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_ELECTION_DIGI,0,0,0,v1,0,0,,
I_MISINFO_GEN_CRISIS,1,0,0,v1,1,0,,0.0
I_MISINFO_GEN_DIGI,0,0,0,v1,0,0,,
I_MISINFO_GOVAFFAIRS,0,0,0,v1,0,0,,
I_MISINFO_GOVAFFAIRS_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_GOVAFFAIRS_DIGI,0,0,0,v1,0,0,,
I_MISINFO_GOVCRITIC,0,0,0,v1,0,0,,
I_MISINFO_GOVCRITIC_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_GOVCRITIC_DIGI,0,0,0,v1,0,0,,
I_MISINFO_GOVLEGIT,0,0,0,v1,0,0,,
I_MISINFO_GOVLEGIT_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_GOVLEGIT_DIGI,0,0,0,v1,0,0,,
I_MISINFO_HATE,1,0,0,v1,1,0,,0.0
I_MISINFO_HATE_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_HATE_DIGI,0,0,0,v1,0,0,,
I_MISINFO_HEALTHOFF,0,0,0,v1,0,0,,
I_MISINFO_HEALTHOFF_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_HEALTHOFF_DIGI,0,0,0,v1,0,0,,
I_MISINFO_HISTORY,0,0,0,v1,0,0,,
I_MISINFO_HISTORY_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_HISTORY_DIGI,0,0,0,v1,0,0,,
I_MISINFO_INFRA_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_INFRA_DIGI,0,0,0,v1,0,0,,
I_MISINFO_IR_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_IR_DIGI,0,0,0,v1,0,0,,
I_MISINFO_LIFE_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_LIFE_DIGI,0,0,0,v1,0,0,,
I_MISINFO_MORAL,1,0,0,v1,1,0,,0.0
I_MISINFO_MORAL_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_MORAL_DIGI,0,0,0,v1,0,0,,
I_MISINFO_NATINT,0,0,0,v1,0,0,,
I_MISINFO_NATINT_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_NATINT_DIGI,0,0,0,v1,0,0,,
I_MISINFO_NATREP,0,0,0,v1,0,0,,
I_MISINFO_NATREP_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_NATREP_DIGI,0,0,0,v1,0,0,,
I_MISINFO_NATSEC,1,0,0,v1,1,0,,0.0
I_MISINFO_NATSEC_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_NATSEC_DIGI,0,0,0,v1,0,0,,
I_MISINFO_ORDER,0,0,0,v1,0,0,,
I_MISINFO_ORDER_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_ORDER_DIGI,0,0,0,v1,0,0,,
I_MISINFO_PROPERTY,0,0,0,v1,0,0,,
I_MISINFO_PROPERTY_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_PROPERTY_DIGI,0,0,0,v1,0,0,,
I_MISINFO_PUBHEALTH,0,0,0,v1,0,0,,
I_MISINFO_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
I_MISINFO_REPUTATION,0,0,0,v1,0,0,,
I_MISINFO_REPUTATION_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_REPUTATION_DIGI,0,0,0,v1,0,0,,
I_MISINFO_RIGHTS,0,0,0,v1,0,0,,
I_MISINFO_RIGHTS_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_RIGHTS_DIGI,0,0,0,v1,0,0,,
I_MISINFO_STATEOP,0,0,0,v1,0,0,,
I_MISINFO_STATEOP_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_STATEOP_DIGI,0,0,0,v1,0,0,,
I_MISINFO_UNITY_CRISIS,0,0,0,v1,0,0,,
I_MISINFO_UNITY_DIGI,0,0,0,v1,0,0,,
PRESS_CORRECT_CRISIS,0,0,0,v1,0,0,,
PRESS_FUNDING_CRISIS,0,0,0,v1,0,0,,
PRESS_LICENSE,3,0,0,v1,3,0,,0.0
PRESS_LICENSE_CRISIS,0,0,0,v1,0,0,,
PRESS_OVERSIGHT_CRISIS,0,0,0,v1,0,0,,
PRESS_REPORT,2,0,0,v1,2,0,,0.0
PRESS_REPORT_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_CONFIDENCE,0,0,0,v1,0,0,,
P_DISINFO_CONFIDENCE_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_CONFIDENCE_DIGI,0,0,0,v1,0,0,,
P_DISINFO_ECON_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_ECON_DIGI,0,0,0,v1,0,0,,
P_DISINFO_ELECTION,0,0,0,v1,0,0,,
P_DISINFO_ELECTION_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_ELECTION_DIGI,0,0,0,v1,0,0,,
P_DISINFO_GEN_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_GEN_DIGI,0,0,0,v1,0,0,,
P_DISINFO_GOVAFFAIRS,0,0,0,v1,0,0,,
P_DISINFO_GOVAFFAIRS_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_GOVAFFAIRS_DIGI,0,0,0,v1,0,0,,
P_DISINFO_GOVCRITIC,1,0,0,v1,1,0,,0.0
P_DISINFO_GOVCRITIC_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_GOVCRITIC_DIGI,0,0,0,v1,0,0,,
P_DISINFO_GOVLEGIT,0,0,0,v1,0,0,,
P_DISINFO_GOVLEGIT_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_GOVLEGIT_DIGI,0,0,0,v1,0,0,,
P_DISINFO_HATE,0,0,0,v1,0,0,,
P_DISINFO_HATE_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_HATE_DIGI,0,0,0,v1,0,0,,
P_DISINFO_HEALTHOFF,0,0,0,v1,0,0,,
P_DISINFO_HEALTHOFF_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_HEALTHOFF_DIGI,0,0,0,v1,0,0,,
P_DISINFO_HISTORY,0,0,0,v1,0,0,,
P_DISINFO_HISTORY_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_HISTORY_DIGI,0,0,0,v1,0,0,,
P_DISINFO_INFRA_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_INFRA_DIGI,0,0,0,v1,0,0,,
P_DISINFO_IR,0,0,0,v1,0,0,,
P_DISINFO_IR_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_IR_DIGI,0,0,0,v1,0,0,,
P_DISINFO_LIFE_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_LIFE_DIGI,0,0,0,v1,0,0,,
P_DISINFO_MORAL,0,0,0,v1,0,0,,
P_DISINFO_MORAL_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_MORAL_DIGI,0,0,0,v1,0,0,,
P_DISINFO_NATINT,0,0,0,v1,0,0,,
P_DISINFO_NATINT_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_NATINT_DIGI,0,0,0,v1,0,0,,
P_DISINFO_NATREP,0,0,0,v1,0,0,,
P_DISINFO_NATREP_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_NATREP_DIGI,0,0,0,v1,0,0,,
P_DISINFO_NATSEC_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_NATSEC_DIGI,0,0,0,v1,0,0,,
P_DISINFO_ORDER_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_ORDER_DIGI,0,0,0,v1,0,0,,
P_DISINFO_PROPERTY,1,0,0,v1,1,0,,0.0
P_DISINFO_PROPERTY_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_PROPERTY_DIGI,0,0,0,v1,0,0,,
P_DISINFO_PUBHEALTH,0,0,0,v1,0,0,,
P_DISINFO_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
P_DISINFO_REPUTATION,1,0,0,v1,1,0,,0.0
P_DISINFO_REPUTATION_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_REPUTATION_DIGI,0,0,0,v1,0,0,,
P_DISINFO_RIGHTS_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_RIGHTS_DIGI,0,0,0,v1,0,0,,
P_DISINFO_STATEOP,0,0,0,v1,0,0,,
P_DISINFO_STATEOP_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_STATEOP_DIGI,0,0,0,v1,0,0,,
P_DISINFO_UNITY_CRISIS,0,0,0,v1,0,0,,
P_DISINFO_UNITY_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_CLASSIFIED_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_CLASSIFIED_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_CONFIDENCE_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_CONFIDENCE_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_ECON_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_ECON_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_ELECTION,0,0,0,v1,0,0,,
P_EXPRESS_ELECTION_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_ELECTION_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_GOVAFFAIRS,1,0,0,v1,1,0,,0.0
P_EXPRESS_GOVAFFAIRS_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_GOVAFFAIRS_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_GOVCRITIC_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_GOVCRITIC_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_GOVLEGIT,2,0,0,v1,2,0,,0.0
P_EXPRESS_GOVLEGIT_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_GOVLEGIT_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_HATE_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_HATE_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_HEALTHOFF_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_HEALTHOFF_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_HISTORY,0,0,0,v1,0,0,,
P_EXPRESS_HISTORY_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_HISTORY_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_INFRA,0,0,0,v1,0,0,,
P_EXPRESS_INFRA_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_INFRA_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_IR_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_IR_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_LIFE,0,0,0,v1,0,0,,
P_EXPRESS_LIFE_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_LIFE_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_MORAL,1,0,0,v1,1,0,,0.0
P_EXPRESS_MORAL_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_MORAL_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_NATINT,0,0,0,v1,0,0,,
P_EXPRESS_NATINT_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_NATINT_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_NATREP,1,0,0,v1,1,0,,0.0
P_EXPRESS_NATREP_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_NATREP_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_NATSEC,2,0,0,v1,2,0,,0.0
P_EXPRESS_NATSEC_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_NATSEC_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_NATSEC_GOVOFF,0,0,0,v1,0,0,,
P_EXPRESS_OBSCENE_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_OBSCENE_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_ORDER,1,0,0,v1,1,0,,0.0
P_EXPRESS_ORDER_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_ORDER_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_PROPERTY,0,0,0,v1,0,0,,
P_EXPRESS_PROPERTY_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_PROPERTY_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_PUBHEALTH,0,0,0,v1,0,0,,
P_EXPRESS_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_RELIGION,2,0,0,v1,2,0,,0.0
P_EXPRESS_RELIGION_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_RELIGION_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_REPUTATION_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_REPUTATION_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_RIGHTS,0,0,0,v1,0,0,,
P_EXPRESS_RIGHTS_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_RIGHTS_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_STATEOP,0,0,0,v1,0,0,,
P_EXPRESS_STATEOP_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_STATEOP_DIGI,0,0,0,v1,0,0,,
P_EXPRESS_UNITY_CRISIS,0,0,0,v1,0,0,,
P_EXPRESS_UNITY_DIGI,0,0,0,v1,0,0,,
P_MALINFO_GEN,0,0,0,v1,0,0,,
P_MALINFO_GEN_CRISIS,0,0,0,v1,0,0,,
P_MALINFO_GEN_DIGI,0,0,0,v1,0,0,,
P_MISINFO_CONFIDENCE,0,0,0,v1,0,0,,
P_MISINFO_CONFIDENCE_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_CONFIDENCE_DIGI,0,0,0,v1,0,0,,
P_MISINFO_ECON,0,0,0,v1,0,0,,
P_MISINFO_ECON_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_ECON_DIGI,0,0,0,v1,0,0,,
P_MISINFO_ELECTION,0,0,0,v1,0,0,,
P_MISINFO_ELECTION_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_ELECTION_DIGI,0,0,0,v1,0,0,,
P_MISINFO_GEN,0,0,0,v1,0,0,,
P_MISINFO_GEN_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_GEN_DIGI,0,0,0,v1,0,0,,
P_MISINFO_GOVAFFAIRS_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_GOVAFFAIRS_DIGI,0,0,0,v1,0,0,,
P_MISINFO_GOVCRITIC_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_GOVCRITIC_DIGI,0,0,0,v1,0,0,,
P_MISINFO_GOVLEGIT,0,0,0,v1,0,0,,
P_MISINFO_GOVLEGIT_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_GOVLEGIT_DIGI,0,0,0,v1,0,0,,
P_MISINFO_HATE,0,0,0,v1,0,0,,
P_MISINFO_HATE_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_HATE_DIGI,0,0,0,v1,0,0,,
P_MISINFO_HEALTHOFF_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_HEALTHOFF_DIGI,0,0,0,v1,0,0,,
P_MISINFO_HISTORY,0,0,0,v1,0,0,,
P_MISINFO_HISTORY_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_HISTORY_DIGI,0,0,0,v1,0,0,,
P_MISINFO_INFRA,0,0,0,v1,0,0,,
P_MISINFO_INFRA_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_INFRA_DIGI,0,0,0,v1,0,0,,
P_MISINFO_IR_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_IR_DIGI,0,0,0,v1,0,0,,
P_MISINFO_LIFE_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_LIFE_DIGI,0,0,0,v1,0,0,,
P_MISINFO_MORAL_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_MORAL_DIGI,0,0,0,v1,0,0,,
P_MISINFO_NATINT,0,0,0,v1,0,0,,
P_MISINFO_NATINT_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_NATINT_DIGI,0,0,0,v1,0,0,,
P_MISINFO_NATREP,0,0,0,v1,0,0,,
P_MISINFO_NATREP_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_NATREP_DIGI,0,0,0,v1,0,0,,
P_MISINFO_NATSEC,0,0,0,v1,0,0,,
P_MISINFO_NATSEC_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_NATSEC_DIGI,0,0,0,v1,0,0,,
P_MISINFO_ORDER,0,0,0,v1,0,0,,
P_MISINFO_ORDER_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_ORDER_DIGI,0,0,0,v1,0,0,,
P_MISINFO_PROPERTY,0,0,0,v1,0,0,,
P_MISINFO_PROPERTY_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_PROPERTY_DIGI,0,0,0,v1,0,0,,
P_MISINFO_PUBHEALTH,0,0,0,v1,0,0,,
P_MISINFO_PUBHEALTH_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_PUBHEALTH_DIGI,0,0,0,v1,0,0,,
P_MISINFO_REPUTATION,0,0,0,v1,0,0,,
P_MISINFO_REPUTATION_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_REPUTATION_DIGI,0,0,0,v1,0,0,,
P_MISINFO_RIGHTS_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_RIGHTS_DIGI,0,0,0,v1,0,0,,
P_MISINFO_STATEOP,0,0,0,v1,0,0,,
P_MISINFO_STATEOP_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_STATEOP_DIGI,0,0,0,v1,0,0,,
P_MISINFO_UNITY_CRISIS,0,0,0,v1,0,0,,
P_MISINFO_UNITY_DIGI,0,0,0,v1,0,0,,
REG_RULES_CRISIS,0,0,0,v1,0,0,,
